id,values,labels
83,0.001275435161317327,7Networks_RH_Cont_PFCl_1
111,0.0012636463584386657,Left globus pallidus externa
67,0.0012602154086807896,7Networks_RH_DorsAttn_Post_1
94,0.0011475416167667425,7Networks_RH_Default_PFCv_1
79,0.0011207458719396496,7Networks_RH_Limbic_OFC_1
49,0.0010246394122397477,7Networks_LH_Default_PCC_1
103,0.0009731011808623174,Left substantia nigra
100,0.0009580341684382598,7Networks_RH_Default_PCC_2
93,0.0009199260507801076,7Networks_RH_Default_Temp_3
82,0.0007294521559957832,7Networks_RH_Cont_Par_2
73,0.000683007100261975,7Networks_RH_DorsAttn_FEF_2
9,0.0006660472732697336,7Networks_LH_Vis_9
4,0.0006569815072464459,7Networks_LH_Vis_4
52,0.0006246618389173342,7Networks_RH_Vis_2
69,0.0006003255667105629,7Networks_RH_DorsAttn_Post_3
53,0.0005316621151242744,7Networks_RH_Vis_3
71,0.0004905595763218876,7Networks_RH_DorsAttn_Post_5
85,0.0004864302052891773,7Networks_RH_Cont_PFCl_3
23,0.0004436358448746992,7Networks_LH_DorsAttn_FEF_2
28,0.0004331076032161125,7Networks_LH_SalVentAttn_Med_1
91,0.0004277248369230211,7Networks_RH_Default_Temp_1
30,0.0003820723912101408,7Networks_LH_SalVentAttn_Med_3
15,0.0003792622836254696,7Networks_LH_SomMot_6
10,0.0003073513818242138,7Networks_LH_SomMot_1
58,0.0002627679521995477,7Networks_RH_Vis_8
38,0.0002385120693092166,7Networks_LH_Default_Temp_1
34,0.00022470178578876267,7Networks_LH_Cont_Par_1
80,0.000209358267292481,7Networks_RH_Limbic_TempPole_1
6,0.00015658294950228965,7Networks_LH_Vis_6
18,0.00011374776194019003,7Networks_LH_DorsAttn_Post_3
41,8.274538893619812e-05,7Networks_LH_Default_Temp_4
29,7.83919072382391e-05,7Networks_LH_SalVentAttn_Med_2
7,6.663915743411702e-05,7Networks_LH_Vis_7
36,6.330412919836673e-05,7Networks_LH_Cont_pCun_1
108,6.269276550516082e-05,Right caudate
20,4.9570273342721424e-05,7Networks_LH_DorsAttn_Post_5
62,2.5407573808202263e-05,7Networks_RH_SomMot_4
32,2.027550658418911e-05,7Networks_LH_Limbic_TempPole_1
13,1.760095830491293e-05,7Networks_LH_SomMot_4
39,1.426996403851075e-05,7Networks_LH_Default_Temp_2
86,1.641053836537562e-06,7Networks_RH_Cont_PFCl_4
92,1.2348779335856544e-06,7Networks_RH_Default_Temp_2
