id,values,labels
105,0.0014888423562044778,Left subthalamic nucleus
68,0.0013197681493695725,7Networks_RH_DorsAttn_Post_2
90,0.0013183190956713407,7Networks_RH_Default_Par_1
93,0.0013149578656975578,7Networks_RH_Default_Temp_3
12,0.0013051044658154735,7Networks_LH_SomMot_3
79,0.0012264713304816252,7Networks_RH_Limbic_OFC_1
82,0.0012240952945666188,7Networks_RH_Cont_Par_2
116,0.001181015265199485,Right thalamus
108,0.0011658431995651003,Right caudate
76,0.0011412161284717942,7Networks_RH_SalVentAttn_FrOper_1
39,0.001078941022290917,7Networks_LH_Default_Temp_2
86,0.0010667482891516453,7Networks_RH_Cont_PFCl_4
111,0.001063992381276236,Left globus pallidus externa
1,0.001000087795629014,7Networks_LH_Vis_1
109,0.0008349666292914251,Left putamen
29,0.0008226596840329276,7Networks_LH_SalVentAttn_Med_2
97,0.0007082890364774364,7Networks_RH_Default_PFCm_2
107,0.0007063385503112026,Left caudate
24,0.0006619028769358861,7Networks_LH_SalVentAttn_ParOper_1
38,0.0005873711609132214,7Networks_LH_Default_Temp_1
49,0.0005276000056984291,7Networks_LH_Default_PCC_1
7,0.00043619610465522494,7Networks_LH_Vis_7
11,0.00042775941228614494,7Networks_LH_SomMot_2
92,0.00035315552848381586,7Networks_RH_Default_Temp_2
81,0.000333307606617918,7Networks_RH_Cont_Par_1
25,0.0003143094564139808,7Networks_LH_SalVentAttn_FrOper_1
10,0.0002809943095150393,7Networks_LH_SomMot_1
52,0.00021569139122413784,7Networks_RH_Vis_2
73,0.00017201890461661734,7Networks_RH_DorsAttn_FEF_2
50,0.00016983446189693086,7Networks_LH_Default_PCC_2
115,0.00016446530224668314,Left thalamus
78,0.00016234270296747465,7Networks_RH_SalVentAttn_Med_2
40,0.00015897371637591093,7Networks_LH_Default_Temp_3
28,0.00014095389669325367,7Networks_LH_SalVentAttn_Med_1
77,0.00011419272102958865,7Networks_RH_SalVentAttn_Med_1
85,9.337760446462276e-05,7Networks_RH_Cont_PFCl_3
17,8.126855235403283e-05,7Networks_LH_DorsAttn_Post_2
23,6.068824758581817e-05,7Networks_LH_DorsAttn_FEF_2
41,4.834459318792749e-05,7Networks_LH_Default_Temp_4
48,1.2944045372475012e-05,7Networks_LH_Default_PFC_7
13,1.16294530469449e-05,7Networks_LH_SomMot_4
62,1.0890953203065511e-05,7Networks_RH_SomMot_4
101,9.861967355690859e-06,Left red nucleus
63,5.436896177773613e-06,7Networks_RH_SomMot_5
30,2.3300661566574572e-06,7Networks_LH_SalVentAttn_Med_3
16,9.32342080420547e-07,7Networks_LH_DorsAttn_Post_1
