id,values,labels
52,0.0024095143343408586,7Networks_RH_Vis_2
1,0.0022617994293967388,7Networks_LH_Vis_1
4,0.00219565107540577,7Networks_LH_Vis_4
10,0.0020939928429159335,7Networks_LH_SomMot_1
55,0.002023906199379293,7Networks_RH_Vis_5
70,0.001984031764717859,7Networks_RH_DorsAttn_Post_4
27,0.0019469093272582666,7Networks_LH_SalVentAttn_PFCl_1
11,0.0017952982206351678,7Networks_LH_SomMot_2
90,0.001782652321340438,7Networks_RH_Default_Par_1
37,0.0017430291173088904,7Networks_LH_Cont_Cing_1
97,0.0016516000090385557,7Networks_RH_Default_PFCm_2
66,0.0016089019034855338,7Networks_RH_SomMot_8
89,0.0015695799295297964,7Networks_RH_Cont_PFCmp_3
6,0.0015075085317621775,7Networks_LH_Vis_6
57,0.001442225502125583,7Networks_RH_Vis_7
91,0.00144002229868542,7Networks_RH_Default_Temp_1
58,0.0014338679807202337,7Networks_RH_Vis_8
80,0.0014326923001374379,7Networks_RH_Limbic_TempPole_1
101,0.0013845397953060018,Left red nucleus
20,0.0013643574313510075,7Networks_LH_DorsAttn_Post_5
69,0.001254514825480419,7Networks_RH_DorsAttn_Post_3
65,0.0012533863895962376,7Networks_RH_SomMot_7
26,0.0012023661352673744,7Networks_LH_SalVentAttn_FrOper_2
40,0.001129934601383934,7Networks_LH_Default_Temp_3
103,0.0010368112628100896,Left substantia nigra
3,0.0009918645410320536,7Networks_LH_Vis_3
24,0.0009140416142021996,7Networks_LH_SalVentAttn_ParOper_1
14,0.0008290405496786973,7Networks_LH_SomMot_5
49,0.0008193879411784928,7Networks_LH_Default_PCC_1
102,0.0008173220085939804,Right red nucleus
29,0.0007885432780153623,7Networks_LH_SalVentAttn_Med_2
100,0.0006046022120748443,7Networks_RH_Default_PCC_2
38,0.0006001397758495212,7Networks_LH_Default_Temp_1
120,0.000500245540173848,Right nucleus accumbens
92,0.0004929594344388503,7Networks_RH_Default_Temp_2
122,0.00043091821991936594,Right amygdala
9,0.0004146746403808382,7Networks_LH_Vis_9
30,0.0003649401232012779,7Networks_LH_SalVentAttn_Med_3
112,0.0003123480257098026,Right globus pallidus externa
23,0.0003032437367835252,7Networks_LH_DorsAttn_FEF_2
82,0.00029904172587803476,7Networks_RH_Cont_Par_2
18,0.0002844787530108218,7Networks_LH_DorsAttn_Post_3
73,0.000259358353501603,7Networks_RH_DorsAttn_FEF_2
77,0.0002370403118256091,7Networks_RH_SalVentAttn_Med_1
17,0.00023425014673203166,7Networks_LH_DorsAttn_Post_2
48,0.00022864722536200126,7Networks_LH_Default_PFC_7
71,0.00022377220383896267,7Networks_RH_DorsAttn_Post_5
85,0.00020113780762380024,7Networks_RH_Cont_PFCl_3
59,0.00015984692903972823,7Networks_RH_SomMot_1
63,7.615131877429647e-05,7Networks_RH_SomMot_5
87,5.8745741705133774e-05,7Networks_RH_Cont_PFCmp_1
111,5.589202034898871e-05,Left globus pallidus externa
72,3.4782369214998086e-05,7Networks_RH_DorsAttn_FEF_1
64,2.6436726753331084e-05,7Networks_RH_SomMot_6
13,2.565804821672004e-05,7Networks_LH_SomMot_4
12,2.461027953067205e-05,7Networks_LH_SomMot_3
60,8.007622929568874e-06,7Networks_RH_SomMot_2
114,7.0655284375056025e-06,Right globus pallidus interna
7,3.5709169362233664e-06,7Networks_LH_Vis_7
68,1.2837950753302384e-06,7Networks_RH_DorsAttn_Post_2
15,2.3897012666728065e-07,7Networks_LH_SomMot_6
